,id_cat,id,org_resource,concept_name,time_timestamp,org_role,case_Rfp_id,case_Permit_travel_permit_number,case_Task,case_OrganizationalEntity,case_RequestedAmount,case_Activity,case_Permit_TaskNumber,case_Permit_BudgetNumber,case_Permit_ProjectNumber,case_Project,case_concept_name,case_Permit_OrganizationalEntity,case_Permit_RequestedBudget,case_Cost_Type,case_Permit_id,case_Permit_ActivityNumber,case_RfpNumber
563,rp_request_class_16,72154,SYSTEM,Payment Handled,2017-05-11 15:31:23,UNDEFINED,72154,72153,UNKNOWN,65458,699,UNKNOWN,UNKNOWN,922,UNKNOWN,503,72154,65458,1953,0,72152,UNKNOWN,72155
564,st_step_class_0,72160,STAFF MEMBER,Permit SUBMITTED by EMPLOYEE,2017-03-21 14:06:09,EMPLOYEE,72156,72153,UNKNOWN,65458,116,UNKNOWN,UNKNOWN,922,UNKNOWN,503,72156,65458,1953,0,72152,UNKNOWN,72157
565,st_step_class_0,72162,STAFF MEMBER,Permit APPROVED by SUPERVISOR,2017-03-21 14:06:12,SUPERVISOR,72156,72153,UNKNOWN,65458,116,UNKNOWN,UNKNOWN,922,UNKNOWN,503,72156,65458,1953,0,72152,UNKNOWN,72157
566,st_step_class_0,72161,STAFF MEMBER,Permit FINAL_APPROVED by DIRECTOR,2017-03-22 07:58:26,DIRECTOR,72156,72153,UNKNOWN,65458,116,UNKNOWN,UNKNOWN,922,UNKNOWN,503,72156,65458,1953,0,72152,UNKNOWN,72157
567,st_step_class_0,72166,STAFF MEMBER,Request For Payment SUBMITTED by EMPLOYEE,2017-05-24 12:12:46,EMPLOYEE,72156,72153,UNKNOWN,65458,116,UNKNOWN,UNKNOWN,922,UNKNOWN,503,72156,65458,1953,0,72152,UNKNOWN,72157
568,st_step_class_0,72165,STAFF MEMBER,Request For Payment FINAL_APPROVED by SUPERVISOR,2017-05-24 12:12:49,SUPERVISOR,72156,72153,UNKNOWN,65458,116,UNKNOWN,UNKNOWN,922,UNKNOWN,503,72156,65458,1953,0,72152,UNKNOWN,72157
569,rp_request_class_15,72156,SYSTEM,Request Payment,2017-05-29 08:56:40,UNDEFINED,72156,72153,UNKNOWN,65458,116,UNKNOWN,UNKNOWN,922,UNKNOWN,503,72156,65458,1953,0,72152,UNKNOWN,72157
570,rp_request_class_16,72156,SYSTEM,Payment Handled,2017-06-01 15:30:57,UNDEFINED,72156,72153,UNKNOWN,65458,116,UNKNOWN,UNKNOWN,922,UNKNOWN,503,72156,65458,1953,0,72152,UNKNOWN,72157
571,st_step_class_0,73344,STAFF MEMBER,Permit SUBMITTED by EMPLOYEE,2017-03-21 14:07:30,EMPLOYEE,73337,73336,UNKNOWN,65458,120,UNKNOWN,UNKNOWN,922,UNKNOWN,503,73337,65458,1953,0,73335,UNKNOWN,73338
572,st_step_class_0,73343,STAFF MEMBER,Permit APPROVED by SUPERVISOR,2017-03-21 14:07:32,SUPERVISOR,73337,73336,UNKNOWN,65458,120,UNKNOWN,UNKNOWN,922,UNKNOWN,503,73337,65458,1953,0,73335,UNKNOWN,73338
573,st_step_class_0,73345,STAFF MEMBER,Permit FINAL_APPROVED by DIRECTOR,2017-03-22 07:57:55,DIRECTOR,73337,73336,UNKNOWN,65458,120,UNKNOWN,UNKNOWN,922,UNKNOWN,503,73337,65458,1953,0,73335,UNKNOWN,73338
574,st_step_class_0,73346,STAFF MEMBER,Request For Payment SUBMITTED by EMPLOYEE,2017-06-19 06:00:34,EMPLOYEE,73337,73336,UNKNOWN,65458,120,UNKNOWN,UNKNOWN,922,UNKNOWN,503,73337,65458,1953,0,73335,UNKNOWN,73338
575,st_step_class_0,73347,STAFF MEMBER,Request For Payment FINAL_APPROVED by SUPERVISOR,2017-06-19 06:00:59,SUPERVISOR,73337,73336,UNKNOWN,65458,120,UNKNOWN,UNKNOWN,922,UNKNOWN,503,73337,65458,1953,0,73335,UNKNOWN,73338
576,rp_request_class_15,73337,SYSTEM,Request Payment,2017-06-20 14:41:46,UNDEFINED,73337,73336,UNKNOWN,65458,120,UNKNOWN,UNKNOWN,922,UNKNOWN,503,73337,65458,1953,0,73335,UNKNOWN,73338
577,rp_request_class_16,73337,SYSTEM,Payment Handled,2017-06-22 15:31:15,UNDEFINED,73337,73336,UNKNOWN,65458,120,UNKNOWN,UNKNOWN,922,UNKNOWN,503,73337,65458,1953,0,73335,UNKNOWN,73338
578,st_step_class_0,73344,STAFF MEMBER,Permit SUBMITTED by EMPLOYEE,2017-03-21 14:07:30,EMPLOYEE,73339,73336,UNKNOWN,65458,571,UNKNOWN,UNKNOWN,922,UNKNOWN,503,73339,65458,1953,0,73335,UNKNOWN,73340
579,st_step_class_0,73343,STAFF MEMBER,Permit APPROVED by SUPERVISOR,2017-03-21 14:07:32,SUPERVISOR,73339,73336,UNKNOWN,65458,571,UNKNOWN,UNKNOWN,922,UNKNOWN,503,73339,65458,1953,0,73335,UNKNOWN,73340
580,st_step_class_0,73345,STAFF MEMBER,Permit FINAL_APPROVED by DIRECTOR,2017-03-22 07:57:55,DIRECTOR,73339,73336,UNKNOWN,65458,571,UNKNOWN,UNKNOWN,922,UNKNOWN,503,73339,65458,1953,0,73335,UNKNOWN,73340
581,st_step_class_0,73349,STAFF MEMBER,Request For Payment SUBMITTED by EMPLOYEE,2017-05-10 05:49:39,EMPLOYEE,73339,73336,UNKNOWN,65458,571,UNKNOWN,UNKNOWN,922,UNKNOWN,503,73339,65458,1953,0,73335,UNKNOWN,73340
582,st_step_class_0,73348,STAFF MEMBER,Request For Payment FINAL_APPROVED by SUPERVISOR,2017-05-10 05:49:42,SUPERVISOR,73339,73336,UNKNOWN,65458,571,UNKNOWN,UNKNOWN,922,UNKNOWN,503,73339,65458,1953,0,73335,UNKNOWN,73340
583,rp_request_class_15,73339,SYSTEM,Request Payment,2017-05-11 13:08:59,UNDEFINED,73339,73336,UNKNOWN,65458,571,UNKNOWN,UNKNOWN,922,UNKNOWN,503,73339,65458,1953,0,73335,UNKNOWN,73340
584,rp_request_class_16,73339,SYSTEM,Payment Handled,2017-05-15 15:30:52,UNDEFINED,73339,73336,UNKNOWN,65458,571,UNKNOWN,UNKNOWN,922,UNKNOWN,503,73339,65458,1953,0,73335,UNKNOWN,73340
585,st_step_class_0,185348,STAFF MEMBER,Request For Payment SUBMITTED by EMPLOYEE,2017-03-21 20:30:11,EMPLOYEE,185346,424,UNKNOWN,65476,202,UNKNOWN,427,425,426,503,185346,65454,923,0,423,UNKNOWN,185347
586,st_step_class_0,185349,STAFF MEMBER,Request For Payment FINAL_APPROVED by SUPERVISOR,2017-03-21 20:30:23,SUPERVISOR,185346,424,UNKNOWN,65476,202,UNKNOWN,427,425,426,503,185346,65454,923,0,423,UNKNOWN,185347
587,rp_request_class_15,185346,SYSTEM,Request Payment,2017-04-04 11:31:17,UNDEFINED,185346,424,UNKNOWN,65476,202,UNKNOWN,427,425,426,503,185346,65454,923,0,423,UNKNOWN,185347
588,rp_request_class_16,185346,SYSTEM,Payment Handled,2017-04-06 15:31:01,UNDEFINED,185346,424,UNKNOWN,65476,202,UNKNOWN,427,425,426,503,185346,65454,923,0,423,UNKNOWN,185347
589,st_step_class_0,72558,STAFF MEMBER,Permit SUBMITTED by EMPLOYEE,2017-03-22 10:26:57,EMPLOYEE,72553,72552,25860,65463,220,505,427,19492,19841,503,72553,65455,243,0,72551,UNKNOWN,72554
590,st_step_class_0,72559,STAFF MEMBER,Permit APPROVED by PRE_APPROVER,2017-03-22 10:27:18,PRE_APPROVER,72553,72552,25860,65463,220,505,427,19492,19841,503,72553,65455,243,0,72551,UNKNOWN,72554
591,st_step_class_0,72557,STAFF MEMBER,Permit FINAL_APPROVED by SUPERVISOR,2017-03-22 15:50:16,SUPERVISOR,72553,72552,25860,65463,220,505,427,19492,19841,503,72553,65455,243,0,72551,UNKNOWN,72554
592,st_step_class_0,72562,STAFF MEMBER,Request For Payment SUBMITTED by EMPLOYEE,2017-03-28 08:22:28,EMPLOYEE,72553,72552,25860,65463,220,505,427,19492,19841,503,72553,65455,243,0,72551,UNKNOWN,72554
593,st_step_class_0,72560,STAFF MEMBER,Request For Payment APPROVED by PRE_APPROVER,2017-03-28 08:31:27,PRE_APPROVER,72553,72552,25860,65463,220,505,427,19492,19841,503,72553,65455,243,0,72551,UNKNOWN,72554
594,st_step_class_0,72561,STAFF MEMBER,Request For Payment FINAL_APPROVED by SUPERVISOR,2017-03-28 13:41:19,SUPERVISOR,72553,72552,25860,65463,220,505,427,19492,19841,503,72553,65455,243,0,72551,UNKNOWN,72554
595,rp_request_class_15,72553,SYSTEM,Request Payment,2017-03-29 10:27:27,UNDEFINED,72553,72552,25860,65463,220,505,427,19492,19841,503,72553,65455,243,0,72551,UNKNOWN,72554
596,rp_request_class_16,72553,SYSTEM,Payment Handled,2017-04-03 15:31:12,UNDEFINED,72553,72552,25860,65463,220,505,427,19492,19841,503,72553,65455,243,0,72551,UNKNOWN,72554
597,st_step_class_0,76489,STAFF MEMBER,Permit SUBMITTED by EMPLOYEE,2017-03-23 10:43:20,EMPLOYEE,76484,UNKNOWN,57102,65463,1451,505,427,2233,57099,503,76484,65455,2176,0,76481,UNKNOWN,76485
598,st_step_class_0,76491,STAFF MEMBER,Permit APPROVED by PRE_APPROVER,2017-03-23 10:43:26,PRE_APPROVER,76484,UNKNOWN,57102,65463,1451,505,427,2233,57099,503,76484,65455,2176,0,76481,UNKNOWN,76485
599,st_step_class_0,76488,STAFF MEMBER,Permit FINAL_APPROVED by SUPERVISOR,2017-03-23 10:57:47,SUPERVISOR,76484,UNKNOWN,57102,65463,1451,505,427,2233,57099,503,76484,65455,2176,0,76481,UNKNOWN,76485
600,st_step_class_0,76498,STAFF MEMBER,Request For Payment SUBMITTED by EMPLOYEE,2017-03-28 11:00:31,EMPLOYEE,76484,UNKNOWN,57102,65463,1451,505,427,2233,57099,503,76484,65455,2176,0,76481,UNKNOWN,76485
601,st_step_class_0,76495,STAFF MEMBER,Request For Payment APPROVED by PRE_APPROVER,2017-03-28 12:21:15,PRE_APPROVER,76484,UNKNOWN,57102,65463,1451,505,427,2233,57099,503,76484,65455,2176,0,76481,UNKNOWN,76485
602,st_step_class_0,76496,STAFF MEMBER,Request For Payment FINAL_APPROVED by SUPERVISOR,2017-03-28 12:22:24,SUPERVISOR,76484,UNKNOWN,57102,65463,1451,505,427,2233,57099,503,76484,65455,2176,0,76481,UNKNOWN,76485
603,st_step_class_0,76497,STAFF MEMBER,Request For Payment REJECTED by MISSING,2017-03-29 07:16:58,MISSING,76484,UNKNOWN,57102,65463,1451,505,427,2233,57099,503,76484,65455,2176,0,76481,UNKNOWN,76485
604,st_step_class_0,76490,STAFF MEMBER,Permit REJECTED by MISSING,2017-07-28 08:12:28,MISSING,76484,UNKNOWN,57102,65463,1451,505,427,2233,57099,503,76484,65455,2176,0,76481,UNKNOWN,76485
605,st_step_class_0,76489,STAFF MEMBER,Permit SUBMITTED by EMPLOYEE,2017-03-23 10:43:20,EMPLOYEE,76482,UNKNOWN,57102,65463,1451,505,427,2233,57099,503,76482,65455,2176,0,76481,UNKNOWN,76483
606,st_step_class_0,76491,STAFF MEMBER,Permit APPROVED by PRE_APPROVER,2017-03-23 10:43:26,PRE_APPROVER,76482,UNKNOWN,57102,65463,1451,505,427,2233,57099,503,76482,65455,2176,0,76481,UNKNOWN,76483
607,st_step_class_0,76488,STAFF MEMBER,Permit FINAL_APPROVED by SUPERVISOR,2017-03-23 10:57:47,SUPERVISOR,76482,UNKNOWN,57102,65463,1451,505,427,2233,57099,503,76482,65455,2176,0,76481,UNKNOWN,76483
608,st_step_class_0,76494,STAFF MEMBER,Request For Payment SUBMITTED by EMPLOYEE,2017-04-04 09:11:43,EMPLOYEE,76482,UNKNOWN,57102,65463,1451,505,427,2233,57099,503,76482,65455,2176,0,76481,UNKNOWN,76483
609,st_step_class_0,76492,STAFF MEMBER,Request For Payment APPROVED by PRE_APPROVER,2017-04-04 09:11:51,PRE_APPROVER,76482,UNKNOWN,57102,65463,1451,505,427,2233,57099,503,76482,65455,2176,0,76481,UNKNOWN,76483
610,st_step_class_0,76493,STAFF MEMBER,Request For Payment FINAL_APPROVED by SUPERVISOR,2017-04-04 10:27:35,SUPERVISOR,76482,UNKNOWN,57102,65463,1451,505,427,2233,57099,503,76482,65455,2176,0,76481,UNKNOWN,76483
611,rp_request_class_15,76482,SYSTEM,Request Payment,2017-04-06 06:42:32,UNDEFINED,76482,UNKNOWN,57102,65463,1451,505,427,2233,57099,503,76482,65455,2176,0,76481,UNKNOWN,76483
612,rp_request_class_16,76482,SYSTEM,Payment Handled,2017-04-10 15:30:46,UNDEFINED,76482,UNKNOWN,57102,65463,1451,505,427,2233,57099,503,76482,65455,2176,0,76481,UNKNOWN,76483
613,st_step_class_0,76490,STAFF MEMBER,Permit REJECTED by MISSING,2017-07-28 08:12:28,MISSING,76482,UNKNOWN,57102,65463,1451,505,427,2233,57099,503,76482,65455,2176,0,76481,UNKNOWN,76483
614,st_step_class_0,74728,STAFF MEMBER,Permit SUBMITTED by EMPLOYEE,2017-03-24 07:12:33,EMPLOYEE,74724,74723,55559,65458,362,505,427,698,55557,503,74724,65458,778,0,74722,UNKNOWN,74725
615,st_step_class_0,74729,STAFF MEMBER,Permit FINAL_APPROVED by SUPERVISOR,2017-03-24 07:12:35,SUPERVISOR,74724,74723,55559,65458,362,505,427,698,55557,503,74724,65458,778,0,74722,UNKNOWN,74725
616,st_step_class_0,74730,STAFF MEMBER,Request For Payment SUBMITTED by EMPLOYEE,2017-05-02 06:55:26,EMPLOYEE,74724,74723,55559,65458,362,505,427,698,55557,503,74724,65458,778,0,74722,UNKNOWN,74725
617,st_step_class_0,74731,STAFF MEMBER,Request For Payment FINAL_APPROVED by SUPERVISOR,2017-05-02 06:56:14,SUPERVISOR,74724,74723,55559,65458,362,505,427,698,55557,503,74724,65458,778,0,74722,UNKNOWN,74725
618,rp_request_class_15,74724,SYSTEM,Request Payment,2017-05-02 13:38:00,UNDEFINED,74724,74723,55559,65458,362,505,427,698,55557,503,74724,65458,778,0,74722,UNKNOWN,74725
619,rp_request_class_16,74724,SYSTEM,Payment Handled,2017-05-04 15:31:07,UNDEFINED,74724,74723,55559,65458,362,505,427,698,55557,503,74724,65458,778,0,74722,UNKNOWN,74725
620,st_step_class_0,73488,STAFF MEMBER,Permit SUBMITTED by EMPLOYEE,2017-03-24 08:27:52,EMPLOYEE,73484,73483,UNKNOWN,65458,99,UNKNOWN,UNKNOWN,922,UNKNOWN,503,73484,65458,585,0,73482,UNKNOWN,73485
621,st_step_class_0,73489,STAFF MEMBER,Permit FINAL_APPROVED by SUPERVISOR,2017-03-24 08:27:53,SUPERVISOR,73484,73483,UNKNOWN,65458,99,UNKNOWN,UNKNOWN,922,UNKNOWN,503,73484,65458,585,0,73482,UNKNOWN,73485
622,st_step_class_0,73491,STAFF MEMBER,Request For Payment SUBMITTED by EMPLOYEE,2017-03-29 08:13:28,EMPLOYEE,73484,73483,UNKNOWN,65458,99,UNKNOWN,UNKNOWN,922,UNKNOWN,503,73484,65458,585,0,73482,UNKNOWN,73485
623,st_step_class_0,73490,STAFF MEMBER,Request For Payment FINAL_APPROVED by SUPERVISOR,2017-03-29 08:14:06,SUPERVISOR,73484,73483,UNKNOWN,65458,99,UNKNOWN,UNKNOWN,922,UNKNOWN,503,73484,65458,585,0,73482,UNKNOWN,73485
624,rp_request_class_15,73484,SYSTEM,Request Payment,2017-03-30 12:21:59,UNDEFINED,73484,73483,UNKNOWN,65458,99,UNKNOWN,UNKNOWN,922,UNKNOWN,503,73484,65458,585,0,73482,UNKNOWN,73485
625,rp_request_class_16,73484,SYSTEM,Payment Handled,2017-04-03 15:31:12,UNDEFINED,73484,73483,UNKNOWN,65458,99,UNKNOWN,UNKNOWN,922,UNKNOWN,503,73484,65458,585,0,73482,UNKNOWN,73485
626,st_step_class_0,75398,STAFF MEMBER,Permit SUBMITTED by EMPLOYEE,2017-03-24 12:27:53,EMPLOYEE,75387,75386,72846,65458,982,505,427,698,72843,503,75387,65458,1971,0,75385,UNKNOWN,75388
627,st_step_class_0,75399,STAFF MEMBER,Permit REJECTED by PRE_APPROVER,2017-03-24 12:27:57,PRE_APPROVER,75387,75386,72846,65458,982,505,427,698,72843,503,75387,65458,1971,0,75385,UNKNOWN,75388
628,st_step_class_0,75397,STAFF MEMBER,Permit REJECTED by EMPLOYEE,2017-03-28 12:59:10,EMPLOYEE,75387,75386,72846,65458,982,505,427,698,72843,503,75387,65458,1971,0,75385,UNKNOWN,75388
629,st_step_class_0,75394,STAFF MEMBER,Permit SUBMITTED by EMPLOYEE,2017-03-28 13:02:32,EMPLOYEE,75387,75386,72846,65458,982,505,427,698,72843,503,75387,65458,1971,0,75385,UNKNOWN,75388
630,st_step_class_0,75393,STAFF MEMBER,Permit APPROVED by PRE_APPROVER,2017-03-28 13:02:38,PRE_APPROVER,75387,75386,72846,65458,982,505,427,698,72843,503,75387,65458,1971,0,75385,UNKNOWN,75388
631,st_step_class_0,75395,STAFF MEMBER,Permit APPROVED by SUPERVISOR,2017-03-28 13:14:03,SUPERVISOR,75387,75386,72846,65458,982,505,427,698,72843,503,75387,65458,1971,0,75385,UNKNOWN,75388
632,st_step_class_0,75396,STAFF MEMBER,Permit FINAL_APPROVED by DIRECTOR,2017-04-04 06:01:19,DIRECTOR,75387,75386,72846,65458,982,505,427,698,72843,503,75387,65458,1971,0,75385,UNKNOWN,75388
633,st_step_class_0,75401,STAFF MEMBER,Request For Payment SUBMITTED by EMPLOYEE,2017-06-09 10:56:26,EMPLOYEE,75387,75386,72846,65458,982,505,427,698,72843,503,75387,65458,1971,0,75385,UNKNOWN,75388
634,st_step_class_0,75400,STAFF MEMBER,Request For Payment APPROVED by PRE_APPROVER,2017-06-09 10:56:52,PRE_APPROVER,75387,75386,72846,65458,982,505,427,698,72843,503,75387,65458,1971,0,75385,UNKNOWN,75388
635,st_step_class_0,75402,STAFF MEMBER,Request For Payment FINAL_APPROVED by SUPERVISOR,2017-06-12 07:03:08,SUPERVISOR,75387,75386,72846,65458,982,505,427,698,72843,503,75387,65458,1971,0,75385,UNKNOWN,75388
636,rp_request_class_15,75387,SYSTEM,Request Payment,2017-06-13 11:39:51,UNDEFINED,75387,75386,72846,65458,982,505,427,698,72843,503,75387,65458,1971,0,75385,UNKNOWN,75388
637,rp_request_class_16,75387,SYSTEM,Payment Handled,2017-06-15 15:31:12,UNDEFINED,75387,75386,72846,65458,982,505,427,698,72843,503,75387,65458,1971,0,75385,UNKNOWN,75388
638,st_step_class_0,75398,STAFF MEMBER,Permit SUBMITTED by EMPLOYEE,2017-03-24 12:27:53,EMPLOYEE,75389,75386,72846,65458,634,505,427,698,72843,503,75389,65458,1971,0,75385,UNKNOWN,75390
639,st_step_class_0,75399,STAFF MEMBER,Permit REJECTED by PRE_APPROVER,2017-03-24 12:27:57,PRE_APPROVER,75389,75386,72846,65458,634,505,427,698,72843,503,75389,65458,1971,0,75385,UNKNOWN,75390
640,st_step_class_0,75397,STAFF MEMBER,Permit REJECTED by EMPLOYEE,2017-03-28 12:59:10,EMPLOYEE,75389,75386,72846,65458,634,505,427,698,72843,503,75389,65458,1971,0,75385,UNKNOWN,75390
641,st_step_class_0,75394,STAFF MEMBER,Permit SUBMITTED by EMPLOYEE,2017-03-28 13:02:32,EMPLOYEE,75389,75386,72846,65458,634,505,427,698,72843,503,75389,65458,1971,0,75385,UNKNOWN,75390
642,st_step_class_0,75393,STAFF MEMBER,Permit APPROVED by PRE_APPROVER,2017-03-28 13:02:38,PRE_APPROVER,75389,75386,72846,65458,634,505,427,698,72843,503,75389,65458,1971,0,75385,UNKNOWN,75390
643,st_step_class_0,75395,STAFF MEMBER,Permit APPROVED by SUPERVISOR,2017-03-28 13:14:03,SUPERVISOR,75389,75386,72846,65458,634,505,427,698,72843,503,75389,65458,1971,0,75385,UNKNOWN,75390
644,st_step_class_0,75396,STAFF MEMBER,Permit FINAL_APPROVED by DIRECTOR,2017-04-04 06:01:19,DIRECTOR,75389,75386,72846,65458,634,505,427,698,72843,503,75389,65458,1971,0,75385,UNKNOWN,75390
645,st_step_class_0,75405,STAFF MEMBER,Request For Payment SUBMITTED by EMPLOYEE,2017-05-29 13:40:13,EMPLOYEE,75389,75386,72846,65458,634,505,427,698,72843,503,75389,65458,1971,0,75385,UNKNOWN,75390
646,st_step_class_0,75404,STAFF MEMBER,Request For Payment APPROVED by PRE_APPROVER,2017-05-29 13:40:39,PRE_APPROVER,75389,75386,72846,65458,634,505,427,698,72843,503,75389,65458,1971,0,75385,UNKNOWN,75390
647,st_step_class_0,75403,STAFF MEMBER,Request For Payment FINAL_APPROVED by SUPERVISOR,2017-05-30 09:04:18,SUPERVISOR,75389,75386,72846,65458,634,505,427,698,72843,503,75389,65458,1971,0,75385,UNKNOWN,75390
648,rp_request_class_15,75389,SYSTEM,Request Payment,2017-06-01 09:57:38,UNDEFINED,75389,75386,72846,65458,634,505,427,698,72843,503,75389,65458,1971,0,75385,UNKNOWN,75390
649,rp_request_class_16,75389,SYSTEM,Payment Handled,2017-06-08 15:30:58,UNDEFINED,75389,75386,72846,65458,634,505,427,698,72843,503,75389,65458,1971,0,75385,UNKNOWN,75390
650,st_step_class_0,74443,STAFF MEMBER,Permit SUBMITTED by EMPLOYEE,2017-03-24 21:52:52,EMPLOYEE,74438,74437,3445,65458,653,505,427,2351,3442,503,74438,65458,807,0,74436,UNKNOWN,74439
651,st_step_class_0,74444,STAFF MEMBER,Permit APPROVED by PRE_APPROVER,2017-03-24 21:52:58,PRE_APPROVER,74438,74437,3445,65458,653,505,427,2351,3442,503,74438,65458,807,0,74436,UNKNOWN,74439
652,st_step_class_0,74442,STAFF MEMBER,Permit FINAL_APPROVED by SUPERVISOR,2017-03-31 03:15:13,SUPERVISOR,74438,74437,3445,65458,653,505,427,2351,3442,503,74438,65458,807,0,74436,UNKNOWN,74439
653,st_step_class_0,74447,STAFF MEMBER,Request For Payment SUBMITTED by EMPLOYEE,2017-05-10 09:58:09,EMPLOYEE,74438,74437,3445,65458,653,505,427,2351,3442,503,74438,65458,807,0,74436,UNKNOWN,74439
654,st_step_class_0,74446,STAFF MEMBER,Request For Payment APPROVED by PRE_APPROVER,2017-05-10 09:59:16,PRE_APPROVER,74438,74437,3445,65458,653,505,427,2351,3442,503,74438,65458,807,0,74436,UNKNOWN,74439
655,st_step_class_0,74445,STAFF MEMBER,Request For Payment FINAL_APPROVED by SUPERVISOR,2017-05-16 10:04:28,SUPERVISOR,74438,74437,3445,65458,653,505,427,2351,3442,503,74438,65458,807,0,74436,UNKNOWN,74439
656,rp_request_class_15,74438,SYSTEM,Request Payment,2017-05-16 11:54:57,UNDEFINED,74438,74437,3445,65458,653,505,427,2351,3442,503,74438,65458,807,0,74436,UNKNOWN,74439
657,rp_request_class_16,74438,SYSTEM,Payment Handled,2017-05-18 15:30:58,UNDEFINED,74438,74437,3445,65458,653,505,427,2351,3442,503,74438,65458,807,0,74436,UNKNOWN,74439
658,st_step_class_0,74424,STAFF MEMBER,Permit SUBMITTED by EMPLOYEE,2017-03-27 09:33:32,EMPLOYEE,74420,74415,74419,65463,1181,505,427,899,74416,503,74420,65455,2522,0,74414,UNKNOWN,74421
659,st_step_class_0,74425,STAFF MEMBER,Permit APPROVED by PRE_APPROVER,2017-03-27 09:35:48,PRE_APPROVER,74420,74415,74419,65463,1181,505,427,899,74416,503,74420,65455,2522,0,74414,UNKNOWN,74421
660,st_step_class_0,74426,STAFF MEMBER,Permit FINAL_APPROVED by SUPERVISOR,2017-03-27 12:25:00,SUPERVISOR,74420,74415,74419,65463,1181,505,427,899,74416,503,74420,65455,2522,0,74414,UNKNOWN,74421
661,st_step_class_0,74430,STAFF MEMBER,Request For Payment SUBMITTED by EMPLOYEE,2017-04-03 09:22:57,EMPLOYEE,74420,74415,74419,65463,1181,505,427,899,74416,503,74420,65455,2522,0,74414,UNKNOWN,74421
662,st_step_class_0,74431,STAFF MEMBER,Request For Payment APPROVED by PRE_APPROVER,2017-04-03 09:23:01,PRE_APPROVER,74420,74415,74419,65463,1181,505,427,899,74416,503,74420,65455,2522,0,74414,UNKNOWN,74421
663,st_step_class_0,74432,STAFF MEMBER,Request For Payment FINAL_APPROVED by SUPERVISOR,2017-04-04 12:18:02,SUPERVISOR,74420,74415,74419,65463,1181,505,427,899,74416,503,74420,65455,2522,0,74414,UNKNOWN,74421
664,rp_request_class_15,74420,SYSTEM,Request Payment,2017-04-19 10:03:07,UNDEFINED,74420,74415,74419,65463,1181,505,427,899,74416,503,74420,65455,2522,0,74414,UNKNOWN,74421
665,rp_request_class_16,74420,SYSTEM,Payment Handled,2017-04-24 15:31:11,UNDEFINED,74420,74415,74419,65463,1181,505,427,899,74416,503,74420,65455,2522,0,74414,UNKNOWN,74421
666,st_step_class_0,74424,STAFF MEMBER,Permit SUBMITTED by EMPLOYEE,2017-03-27 09:33:32,EMPLOYEE,74417,74415,74419,65463,1135,505,427,899,74416,503,74417,65455,2522,0,74414,UNKNOWN,74418
667,st_step_class_0,74425,STAFF MEMBER,Permit APPROVED by PRE_APPROVER,2017-03-27 09:35:48,PRE_APPROVER,74417,74415,74419,65463,1135,505,427,899,74416,503,74417,65455,2522,0,74414,UNKNOWN,74418
668,st_step_class_0,74426,STAFF MEMBER,Permit FINAL_APPROVED by SUPERVISOR,2017-03-27 12:25:00,SUPERVISOR,74417,74415,74419,65463,1135,505,427,899,74416,503,74417,65455,2522,0,74414,UNKNOWN,74418
669,st_step_class_0,74429,STAFF MEMBER,Request For Payment SUBMITTED by EMPLOYEE,2017-06-06 07:43:11,EMPLOYEE,74417,74415,74419,65463,1135,505,427,899,74416,503,74417,65455,2522,0,74414,UNKNOWN,74418
670,st_step_class_0,74427,STAFF MEMBER,Request For Payment APPROVED by PRE_APPROVER,2017-06-06 07:47:03,PRE_APPROVER,74417,74415,74419,65463,1135,505,427,899,74416,503,74417,65455,2522,0,74414,UNKNOWN,74418
671,st_step_class_0,74428,STAFF MEMBER,Request For Payment FINAL_APPROVED by SUPERVISOR,2017-06-07 13:33:08,SUPERVISOR,74417,74415,74419,65463,1135,505,427,899,74416,503,74417,65455,2522,0,74414,UNKNOWN,74418
672,rp_request_class_15,74417,SYSTEM,Request Payment,2017-06-12 09:45:51,UNDEFINED,74417,74415,74419,65463,1135,505,427,899,74416,503,74417,65455,2522,0,74414,UNKNOWN,74418
673,rp_request_class_16,74417,SYSTEM,Payment Handled,2017-06-15 15:31:12,UNDEFINED,74417,74415,74419,65463,1135,505,427,899,74416,503,74417,65455,2522,0,74414,UNKNOWN,74418
674,st_step_class_0,185341,STAFF MEMBER,Request For Payment SAVED by EMPLOYEE,2017-03-28 10:59:19,EMPLOYEE,185340,UNKNOWN,UNKNOWN,65463,1451,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,185340,UNKNOWN,0,0,UNKNOWN,UNKNOWN,UNKNOWN
675,st_step_class_0,74911,STAFF MEMBER,Permit SUBMITTED by EMPLOYEE,2017-03-28 14:58:54,EMPLOYEE,74906,74905,UNKNOWN,65463,1019,UNKNOWN,UNKNOWN,6198,UNKNOWN,503,74906,65455,1098,0,74904,7366,74907
676,st_step_class_0,74912,STAFF MEMBER,Permit APPROVED by PRE_APPROVER,2017-03-28 14:58:58,PRE_APPROVER,74906,74905,UNKNOWN,65463,1019,UNKNOWN,UNKNOWN,6198,UNKNOWN,503,74906,65455,1098,0,74904,7366,74907
